"","ZR751_EV","ZR751_EVA","ZR751_OV","ZR751_OVA"
"PTTG1",3623,5530,4615,4458
"ATP10B",470,746,422,508
"LINC02159",2,1,1,0
"GABRB2",1,0,1,2
"GABRA6",0,1,0,0
"GABRG2",0,0,0,1
"CCNG1",5953,7678,5233,5708
"NUDCD2",802,1057,1003,792
"HMMR",3035,4206,3050,3435
"MAT2B",1817,2398,1741,1837
"LINC03000",2,2,0,0
"TENM2",233,255,193,164
"TENM2-AS1",0,3,8,8
"WWC1",8501,10902,7963,7929
"RARS1",6489,8757,6527,6715
"FBLL1",53,59,62,25
"PANK3",2823,3316,2329,2559
"SLIT3",14,11,12,7
"SPDL1",1932,2621,2260,2087
"DOCK2",1,3,1,2
"INSYN2B",0,0,1,0
"FOXI1",6159,7932,6052,6174
"C5orf58",1,1,0,0
"LCP2",2,2,0,3
"LINC01366",1,0,2,0
"KCNIP1",0,0,0,3
"KCNMB1",3,1,0,1
"GABRP",12,13,6,8
"RANBP17",1493,1729,1471,1601
"TLX3",1,3,2,2
"MIR3912",0,1,0,1
"NPM1",33304,49138,38087,35000
"FGF18",35,32,35,19
"SMIM23",0,1,2,4
"FBXW11",4171,5562,3665,3707
"STK10",3328,4475,2958,2872
"EFCAB9",3,12,5,5
"UBTD2",2478,3053,2260,2412
"SH3PXD2B",1578,2062,1451,1446
"NEURL1B",6695,7813,6908,5911
"MIR5003",0,0,1,1
"DUSP1",4713,8825,4825,4168
"ERGIC1",34124,45655,31348,31078
"RPL26L1",861,1285,1242,931
"RPL26L1-AS1",54,60,58,51
"ATP6V0E1",12726,18919,13393,13811
"SNORA74B",2,2,0,3
"CREBRF",911,1097,852,954
"BNIP1",545,784,568,573
"NKX2-5",160,167,171,134
"STC2",3361,3250,4144,2484
"LINC02995",148,179,146,143
"BOD1",3745,4952,3780,3402
"LINC01484",1,1,0,2
"CPEB4",3188,4032,2496,3025
"C5orf47",1,4,4,5
"NSG2",11,17,14,12
"MSX2",945,1292,990,966
"DRD1",15,10,12,18
"SFXN1",5013,6391,4954,4611
"HRH2",118,147,92,120
"CPLX2",4,0,3,3
"THOC3",590,821,700,852
"SIMC1",1020,1398,963,1050
"KIAA1191",5237,7177,5515,5451
"ARL10",237,317,201,217
"MIR1271",0,1,0,0
"NOP16",1466,2172,1765,1505
"HIGD2A",3120,4381,4022,2908
"CLTB",3763,5103,4763,3355
"FAF2",6945,8854,6278,6419
"RNF44",3643,4061,3644,2982
"CDHR2",43,56,50,45
"GPRIN1",742,887,655,652
"SNCB",4,6,3,5
"EIF4E1B",1,0,1,5
"TSPAN17",5647,7660,5435,5095
"UNC5A",2355,2515,2630,1931
"HK3",30,39,36,31
"UIMC1",1604,2113,1655,1595
"ZNF346",1279,1623,1255,1288
"FGFR4",12077,14346,14975,9940
"NSD1",8890,10627,7718,7767
"RAB24",2318,3229,2967,2331
"PRELID1",2896,4167,3165,2806
"MXD3",1542,1646,2591,1038
"LMAN2",8967,11498,10493,7475
"RGS14",547,770,661,511
"SLC34A1",6,6,8,8
"F12",1004,1163,1460,692
"GRK6",5094,6226,5358,4268
"PRR7",716,803,1060,566
"DBN1",8354,10410,9698,6416
"PDLIM7",2264,2674,2824,1818
"DOK3",644,642,722,542
"DDX41",5682,7234,5917,5048
"FAM193B",3728,4600,4446,3641
"TMED9",14477,20762,15725,14328
"B4GALT7",2130,2677,2070,1785
"FAM153A",1,4,1,0
"FAM153CP",0,4,3,2
"N4BP3",7234,8210,7563,5760
"RMND5B",5226,6659,5251,4892
"NHP2",5210,7076,6571,4842
"GMCL2",4,6,3,6
"HNRNPAB",13933,18268,15869,14459
"PHYKPL",1960,2477,2188,1994
"COL23A1",62,60,73,43
"CLK4",1232,1482,1280,1404
"MSANTD5",0,3,1,1
"ZNF354A",855,1066,999,1014
"AACSP1",3,1,0,2
"ZNF354B",541,544,598,567
"ZFP2",6,8,6,6
"ZNF454",1,1,0,1
"ZNF879",243,234,243,231
"ZNF354C",597,837,632,628
"ADAMTS2",10,10,4,7
"RUFY1",1787,2298,2063,1766
"RUFY1-AS1",98,116,74,92
"HNRNPH1",21507,26878,22474,21486
"CBY3",2,6,7,0
"CANX",48000,63589,40919,43972
"MAML1",3215,3680,2992,2663
"LTC4S",44,47,82,13
"MGAT4B",9945,12180,10134,8388
"SQSTM1",22388,30273,21618,18873
"MRNIP",347,442,385,334
"TBC1D9B",21288,26026,21651,17678
"RNF130",2011,2737,2182,1948
"RASGEF1C",28,32,31,27
"MAPK9",7817,9521,7553,7471
"GFPT2",283,352,281,283
"CNOT6",4969,5839,4436,4767
"SCGB3A1",1,2,1,0
"FLT4",377,448,448,320
"MGAT1",4156,5024,4162,3283
"HEIH",2652,3136,2753,2707
"LINC00847",978,1195,936,867
"ZFP62",1773,1874,1796,1840
"BTNL8",0,2,0,1
"BTNL3",0,0,0,2
"BTNL9",613,753,749,660
"OR2V1",0,1,0,0
"OR2V2",2,0,0,0
"TRIM7",429,496,487,378
"MIR4638",0,0,1,0
"TRIM41",2614,3530,2935,2413
"RACK1",46430,65445,52371,49243
"SNORD96A",69,77,102,82
"SNORD95",4,8,9,4
"TRIM52",547,633,577,613
"TRIM52-AS1",212,281,304,228
"DUSP22",789,985,860,772
"IRF4",7,7,5,4
"EXOC2",1565,1953,1563,1504
"HUS1B",1,3,0,1
"FOXQ1",3,0,0,1
"FOXC1",174,247,198,184
"GMDS",1025,1439,1016,928
"LINC01600",1,0,0,0
"MYLK4",66,69,50,62
"WRNIP1",2269,3050,2380,2171
"SERPINB1",1214,1583,1157,1120
"MIR4645",0,0,0,3
"SERPINB9",36,61,47,32
"SERPINB6",2446,3436,2564,2401
"LINC01011",26,36,30,40
"NQO2",1907,2786,2088,2018
"RIPK1",2135,2849,2152,2178
"BPHL",983,1320,1056,966
"TUBB2A",912,1536,942,900
"TUBB2B",14,15,18,4
"PSMG4",301,387,423,298
"SLC22A23",3308,4376,3159,3199
"PXDC1",312,412,302,310
"FAM50B",2,0,1,0
"PRPF4B",3645,4072,3524,3663
"FAM217A",3,0,1,0
"TEX56P",4,12,13,9
"ECI2",521,793,532,561
"ECI2-DT",7,8,3,3
"CDYL",1669,2063,1524,1384
"RPP40",274,369,288,285
"LYRM4",285,431,352,283
"PPP1R3G",3,1,1,0
"MIR3691",0,0,2,0
"FARS2",516,676,521,518
"FARS2-AS1",1,0,0,0
"NRN1",10,13,9,5
"F13A1",1,1,0,1
"LY86-AS1",0,1,0,0
"RREB1",4488,5317,4489,3933
"SSR1",4961,6493,4627,4885
"CAGE1",1,1,2,0
"RIOK1",588,810,661,629
"DSP",10306,11688,9437,8918
"SNRNP48",748,1001,801,738
"BMP6",6,28,12,9
"TXNDC5",11,11,7,8
"EEF1E1",212,313,272,261
"SLC35B3",996,1368,1013,1093
"HULC",63,102,66,67
"TFAP2A",7034,7636,7414,6463
"GCNT2",99,129,87,87
"C6orf52",20,27,23,26
"PAK1IP1",513,687,564,507
"TMEM14C",2231,3381,2903,2449
"TMEM14B",1653,2442,1901,1759
"MAK",44,51,58,38
"GCM2",0,2,0,2
"SYCP2L",24,13,26,21
"ELOVL2",283,242,261,173
"ELOVL2-AS1",7,8,9,8
"SMIM13",599,758,626,588
"ERVFRD-1",2,7,1,2
"NEDD9",315,455,195,223
"TMEM170B",258,331,253,279
"ADTRP",1,3,2,0
"HIVEP1",1409,1697,1212,1273
"EDN1",1670,2453,1562,1704
"PHACTR1",30,37,34,39
"TBC1D7",688,956,711,650
"GFOD1",235,337,251,297
"SIRT5",713,992,769,753
"NOL7",1275,1809,1744,1410
"RANBP9",3378,4175,3138,3290
"MCUR1",1384,1796,1317,1259
"RNF182",0,8,0,2
"CD83",95,148,90,109
"LINC01108",0,1,0,0
"JARID2",2153,2640,2325,1865
"DTNBP1",662,917,733,662
"MYLIP",1669,2269,1611,1579
"MIR4639",4,3,2,3
"GMPR",57,76,50,43
"ATXN1",926,1262,863,865
"STMND1",74,119,80,62
"RBM24",84,113,88,94
"CAP2",1069,1459,947,1112
"FAM8A1",983,1116,923,917
"NUP153",3962,4808,3710,3578
"KIF13A",1296,1663,1192,1168
"NHLRC1",0,0,1,0
"TPMT",834,1236,831,819
"KDM1B",657,774,531,635
"DEK",3746,4815,3742,3518
"RNF144B",521,777,455,541
"ID4",54,83,56,53
"MBOAT1",662,695,657,588
"E2F3",1605,2012,1631,1711
"CDKAL1",510,689,528,551
"LINC00581",0,0,0,1
"SOX4",4160,4493,3886,3576
"DCDC2",306,420,341,319
"KAAG1",2,5,1,1
"MRS2",1795,2355,1880,1746
"GPLD1",44,64,41,55
"ALDH5A1",1399,1851,1308,1295
"KIAA0319",68,104,69,80
"TDP2",1237,1535,1221,1207
"ACOT13",1047,1545,1260,1133
"C6orf62",11477,13722,10256,11185
"GMNN",1058,1427,1341,1117
"ARMH2",4,0,2,4
"RIPOR2",5,6,3,9
"CARMIL1",2066,2780,1955,1968
"SCGN",4,0,0,0
"SLC17A4",0,6,2,2
"SLC17A1",1,2,3,4
"TRIM38",1542,1794,1485,1534
"H3C1",7,3,9,6
"H3C2",37,18,62,28
"H2AC4",8,1,7,3
"H2BC3",0,3,7,0
"H3C3",17,15,17,11
"H1-2",2413,3025,3216,2552
"HFE",41,39,44,40
"H1-6",3,4,2,4
"H2BC4",203,250,226,172
"H2AC6",345,379,307,252
"H1-4",38,23,50,41
"H2BC5",793,869,921,680
"H2BC6",26,15,27,24
"H3C4",107,112,143,86
"H2AC7",5,2,6,18
"H2BC7",106,85,126,108
"H2BC8",285,255,302,314
"H2AC8",154,188,197,147
"H3C6",136,139,116,107
"H1-3",5,10,8,11
"H3C7",0,1,0,0
"H3C8",1,1,0,0
"H2BC10",0,0,0,1
"BTN3A2",371,346,354,356
"BTN2A2",340,427,314,314
"BTN3A1",467,394,388,409
"BTN2A3P",78,65,65,66
"BTN3A3",44,68,52,55
"BTN2A1",1214,1529,1218,1253
"BTN1A1",0,5,3,1
"HCG11",438,469,400,435
"HMGN4",1391,1780,1389,1446
"ABT1",1393,1802,1556,1302
"ZNF322",134,155,126,115
"LINC00240",22,19,22,23
"H2BC11",72,104,78,63
"H2AC11",141,121,119,106
"H2BC12",4703,5700,5177,4098
"H2AC12",4,3,3,1
"MIR3143",2,0,0,1
"PRSS16",316,464,285,351
"POM121L2",12,10,2,6
"ZNF391",99,105,125,112
"ZNF184",386,463,389,383
"H2BC13",10,14,15,16
"H2AC13",57,61,62,52
"H3C10",221,211,290,157
"H2AC14",8,11,8,5
"H2BC14",2,11,11,8
"H2AC15",33,27,43,39
"H2BC15",32,64,46,35
"H2AC16",4,7,9,6
"H1-5",7,10,15,4
"H3C11",0,1,0,0
"H3C12",11,5,12,7
"H2AC17",36,38,57,37
"H2BC17",25,21,25,21
"OR2B2",3,3,1,3
"OR2B6",27,23,34,24
"ZNF165",643,893,679,631
"ZSCAN16-AS1",36,56,22,39
"ZSCAN16",274,411,357,373
"ZKSCAN8",456,510,426,458
"ZSCAN9",402,523,420,446
"ZKSCAN4",371,436,345,399
"NKAPL",2,1,0,0
"ZSCAN26",558,702,561,638
"PGBD1",161,179,140,125
"ZSCAN31",70,72,77,42
"ZKSCAN3",246,323,221,243
"ZSCAN12",116,140,147,139
"ZSCAN23",1,0,0,0
"ZBED9",4,11,5,6
"GABBR1",4,3,4,4
"HLA-F",1,1,3,3
"POLR1HASP",0,1,0,0
"POLR1H",0,1,0,2
"PPP1R11",1,9,1,2
"TRIM31",0,1,1,0
"TRIM26",0,0,1,86
"HCG18",0,1,0,0
"TRIM39",0,0,0,1
"HLA-E",7,4,4,1
"GNL1",1,0,1,0
"ABCF1",3,1,0,1
"PPP1R10",1,5,1,0
"MRPS18B",0,1,0,1
"ATAT1",0,1,0,0
"DHX16",5,5,1,3
"MDC1",20,26,2,4
"TUBB",3,0,4,4
"FLOT1",5,2,0,5
"IER3",23,33,44,19
"DDR1",4,7,3,2
"GTF2H4",0,0,0,1
"VARS2",21,1,1,0
"CDSN",11,23,12,22
"PSORS1C2",1,0,0,0
"CCHCR1",24,33,48,24
"TCF19",4,2,4,6
"POU5F1",10,5,14,6
"HLA-C",114,111,255,58
"HLA-B",374,238,583,143
"MICA",8,8,14,30
"MICB",1,1,0,0
"NFKBIL1",0,1,0,2
"PRRC2A",3,8,5,6
"BAG6",8,4,8,8
"APOM",0,0,5,0
"C6orf47",1,4,1,2
"CSNK2B",7,7,15,3
"ABHD16A",1,0,0,1
"DDAH2",3,7,7,7
"CLIC1",0,1,0,0
"VWA7",5,3,5,2
"VARS1",3,114,4,51
"HSPA1A",0,0,2,0
"HSPA1B",0,1,0,0
"SNORD48",0,1,0,0
"NEU1",0,1,1,0
"SLC44A4",0,1,0,0
"EHMT2",1,1,0,0
"CFB",0,2,3,2
"NELFE",5,3,7,2
"SKIC2",2,2,0,0
"STK19",0,36,0,0
"C4A",0,1,0,0
"C4B",4,0,0,0
"ATF6B",2,3,1,1
"PRRT1",0,5,11,2
"AGPAT1",128,191,122,134
"PBX2",4,1,11,6
"GPSM3",0,1,0,0
"HLA-DRB5",6,7,6,11
"HLA-DRB6",1,4,1,2
"HLA-DRB1",56,45,68,63
"HLA-DQA1",0,1,1,2
"HLA-DQA2",0,1,1,2
"HLA-DQB1",435,650,496,425
"TAP2",0,0,2,2
"PSMB8",0,0,1,0
"TAP1",1,0,1,0
"PSMB9",0,0,0,1
"HLA-DMA",1,0,1,0
"BRD2",11,80,9,10
"COL11A2",0,1,1,3
"RXRB",4,0,0,2
"RING1",1,0,2,1
"VPS52",1,0,1,0
"RPS18",1,0,2,1
"RGL2",0,14,0,1
"TAPBP",4,3,3,1
"DAXX",2,2,2,2
"KIFC1",3,3,5,2
"PHF1",5,5,6,3
"CUTA",16,12,12,10
"SYNGAP1",22,31,19,29
"BAK1",2887,3282,2617,2269
"GGNBP1",11,12,7,8
"LINC00336",0,2,0,0
"ITPR3",16787,19611,16164,14327
"UQCC2",995,1525,1324,1119
"MIR3934",14,29,18,15
"IP6K3",0,1,1,0
"LEMD2",4383,5682,4676,4073
"MLN",1,0,2,0
"LINC01016",11,8,8,4
"GRM4",165,146,182,78
"HMGA1",7270,9195,7342,6330
"MIR6835",12,3,14,10
"SMIM29",533,773,762,546
"NUDT3",21,27,15,15
"RPS10",125,155,129,123
"PACSIN1",627,713,704,540
"SPDEF",22396,29588,27726,18508
"ILRUN",13651,18279,12287,12566
"SNRPC",3185,4899,3790,3533
"BLTP3A",1832,2398,1720,1766
"TAF11",2372,3146,2416,2299
"ANKS1A",2351,2913,2046,1949
"TCP11",0,2,2,0
"SCUBE3",164,167,143,140
"ZNF76",2548,3227,2832,2452
"DEF6",985,1256,1209,872
"PPARD",2021,2291,2112,1543
"FANCE",359,484,414,320
"RPL10A",13565,19864,14392,13105
"MIR7111",4,9,9,6
"TEAD3",3680,4225,3555,3226
"TULP1",14,11,13,7
"FKBP5",713,1401,679,1190
"ARMC12",4,36,11,33
"CLPSL2",14,10,17,5
"CLPSL1",36,56,54,57
"CLPS",8,11,14,10
"LHFPL5",10,19,13,13
"SRPK1",3195,4067,2991,3074
"SLC26A8",9,5,4,8
"MAPK14",2745,3770,2473,2686
"MAPK13",6486,8618,6247,5755
"BRPF3",2657,2904,2440,2225
"PNPLA1",6,9,7,10
"BNIP5",1,1,1,1
"ETV7",237,179,239,196
"PXT1",3,6,5,2
"KCTD20",3473,4495,3177,3278
"STK38",4888,6352,4829,4861
"SRSF3",11187,14368,10202,11301
"PANDAR",160,157,134,141
"CDKN1A",18496,24235,17692,15016
"RAB44",47,53,41,39
"CPNE5",4,4,3,1
"PPIL1",1178,1589,1121,1079
"C6orf89",4707,5791,4225,4079
"MTCH1",11324,16305,11263,10919
"FGD2",0,0,1,0
"PIM1",301,409,359,285
"TMEM217",23,22,20,16
"TBC1D22B",966,1330,946,963
"RNF8",664,1006,751,686
"CMTR1",4549,5070,4015,4103
"CCDC167",664,1039,714,628
"MDGA1",173,158,147,142
"ZFAND3",4751,6047,4927,4108
"BTBD9",1221,1499,1111,1043
"GLO1",8086,10704,8757,8614
"DNAH8",9,8,5,3
"GLP1R",5,0,2,1
"SAYSD1",1438,1857,1461,1489
"KCNK5",988,844,1264,741
"KCNK17",0,1,0,0
"KIF6",5,13,10,7
"DAAM2",6,8,6,11
"MOCS1",205,283,209,201
"TDRG1",3,9,5,3
"LRFN2",56,85,66,41
"UNC5CL",51,67,70,49
"TSPO2",6,3,4,6
"APOBEC2",16,23,14,10
"OARD1",713,986,749,755
"NFYA",2031,2471,1942,1903
"ADCY10P1",98,76,98,88
"TREML1",1,3,0,0
"TREML2",0,0,1,0
"TREML4",1,1,0,1
"TREM1",1,8,0,1
"NCR2",0,0,1,0
"FOXP4-AS1",1,6,6,1
"FOXP4",3822,4178,4005,2770
"MIR4641",0,1,0,1
"MDFI",809,1116,904,824
"TFEB",509,622,581,336
"PGC",0,2,0,2
"FRS3",230,272,278,233
"PRICKLE4",442,536,431,428
"TOMM6",4225,6460,4433,4412
"USP49",506,558,496,519
"MED20",752,1051,737,687
"BYSL",1073,1418,1023,978
"CCND3",6310,8445,6476,5965
"TAF8",734,1098,729,732
"C6orf132",1693,2294,1614,1534
"GUCA1B",7,26,11,21
"MRPS10",1737,2296,1829,1701
"TRERF1",2350,2648,2405,2294
"UBR2",3241,3550,3162,2935
"PRPH2",8,10,10,9
"TBCC",862,1014,1005,864
"BICRAL",1162,1346,1142,1136
"RPL7L1",3431,4845,3274,3398
"C6orf226",66,98,130,66
"CNPY3",2759,3940,3182,2836
"GNMT",308,535,313,410
"PEX6",4024,5204,3886,3604
"MEA1",2525,3484,2762,2480
"PPP2R5D",3415,4995,3511,3432
"KLHDC3",5440,7332,6188,5335
"RRP36",2023,2815,2022,1920
"CUL7",2955,3650,2781,2698
"MRPL2",1019,1372,1051,952
"KLC4",948,1291,962,849
"PTK7",1502,1645,1478,1119
"SRF",1850,2468,1857,1626
"CUL9",2725,2881,2539,2458
"DNPH1",1470,1987,2550,1268
"TTBK1",9,19,13,11
"SLC22A7",3,1,0,0
"CRIP3",17,20,20,11
"ZNF318",1822,2211,1648,1606
"ABCC10",1802,2184,1686,1503
"MIR6780B",1,1,0,0
"DLK2",42,69,44,52
"TJAP1",1148,1493,1342,1078
"LRRC73",112,146,108,104
"YIPF3",4754,6363,5395,4443
"POLR1C",1095,1408,1139,1250
"XPO5",4172,5064,3858,3886
"POLH",1777,2239,1853,1742
"GTPBP2",3869,4780,3666,3532
"MAD2L1BP",1210,1581,1144,1123
"RSPH9",17,8,15,16
"MRPS18A",1666,2263,1734,1533
"VEGFA",3062,3804,3335,2988
"LINC01512",0,0,2,0
"SCIRT",65,57,71,54
"LINC03040",2,2,2,6
"MRPL14",1808,2573,2011,1798
"TMEM63B",4791,6543,4472,4344
"CAPN11",3,2,2,4
"SLC29A1",4131,5954,4052,3848
"HSP90AB1",65988,96895,64726,65348
"SLC35B2",3119,4042,2948,2763
"NFKBIE",593,886,643,542
"TMEM151B",1,2,1,0
"TCTE1",4,9,11,3
"AARS2",1612,1875,1657,1352
"SPATS1",0,1,0,0
"CDC5L",2154,2731,1989,2037
"MIR4642",0,1,1,1
"SUPT3H",111,136,120,95
"RUNX2",28,31,23,31
"CLIC5",117,105,94,110
"ENPP4",611,822,520,680
"ENPP5",862,1123,718,813
"RCAN2",10,18,16,11
"CYP39A1",15,23,16,18
"SLC25A27",105,156,156,152
"TDRD6",3,6,3,7
"PLA2G7",0,1,0,1
"ADGRF1",778,1266,598,789
"TNFRSF21",512,695,459,454
"CD2AP",3250,4051,2860,2961
"ADGRF2",3,1,1,1
"ADGRF4",48,32,43,43
"OPN5",0,0,2,2
"PTCHD4",12,8,7,4
"MMUT",1944,2621,1868,1779
"CENPQ",353,389,391,369
"GLYATL3",6,2,5,1
"C6orf141",135,84,198,102
"RHAG",1,0,0,0
"CRISP2",12,14,6,14
"CRISP3",498,862,444,543
"TFAP2B",8129,9631,8924,7023
"PKHD1",4,7,3,5
"MCM3",6490,8188,6574,6014
"PAQR8",15,15,6,6
"EFHC1",1118,1316,1187,1162
"TRAM2",3022,3584,2543,2662
"TRAM2-AS1",227,330,257,236
"TMEM14A",765,1073,861,798
"GSTA2",0,3,3,0
"GSTA1",0,0,1,0
"GSTA5",0,0,2,0
"GSTA4",93,126,90,109
"RN7SK",195,171,197,102
"CILK1",1260,1615,1070,1166
"FBXO9",2820,3849,3058,3059
"GCM1",7,9,8,3
"ELOVL5",7804,12852,7593,9836
"MIR5685",2,3,3,3
"GCLC",1398,1904,1311,1388
"KLHL31",10,8,17,19
"LRRC1",1607,2018,1460,1478
"MLIP-IT1",2,2,0,0
"MLIP",0,4,3,3
"FAM83B",1544,1903,1393,1503
"HCRTR2",1,1,1,0
"HMGCLL1",3,2,1,10
"BMP5",2,2,0,1
"COL21A1",14,17,10,17
"DST",3728,4797,3177,3364
"BEND6",25,27,32,29
"KIAA1586",153,160,149,144
"ZNF451",1731,2051,1530,1637
"BAG2",26,34,29,34
"RAB23",319,406,350,324
"PRIM2",816,1069,818,871
"MIR548U",0,1,0,0
"KHDRBS2",1,0,0,0
"LGSN",104,136,125,109
"PTP4A1",6242,7841,5530,5961
"PHF3",2669,3211,2532,2575
"EYS",13,11,9,14
"ZC3H11C",5,8,5,13
"ADGRB3",0,2,0,0
"LMBRD1",1536,1953,1432,1529
"COL19A1",1,3,2,0
"COL9A1",6,6,3,4
"FAM135A",259,246,195,217
"SDHAF4",184,273,198,207
"SMAP1",1454,1832,1270,1333
"OGFRL1",2971,3776,2613,3057
"MIR30C2",3,1,2,7
"LINC00472",149,176,154,166
"RIMS1",10,10,9,4
"KCNQ5",21,34,32,22
"KCNQ5-AS1",1,0,0,0
"KHDC1L",0,1,2,4
"KHDC1",30,37,40,32
"DPPA5",0,0,1,0
"KHDC3L",0,0,1,1
"DDX43",4,4,5,2
"CGAS",81,101,93,103
"MTO1",848,1131,854,856
"EEF1A1",73966,111202,68862,70988
"SLC17A5",852,1208,756,792
"CD109",441,493,346,399
"CD109-AS1",4,2,0,1
"COL12A1",2312,3836,2152,3043
"COX7A2",6153,9426,7280,7165
"TMEM30A",2315,2619,1691,2005
"FILIP1",3,5,8,7
"SENP6",3554,4326,3542,3537
"MYO6",7765,9771,6961,7557
"IMPG1",40,42,35,36
"IRAK1BP1",119,126,103,124
"PHIP",2375,2609,2016,2141
"HMGN3",920,1385,1125,1199
"HMGN3-AS1",16,5,12,9
"LCAL1",4,0,3,2
"LCA5",149,188,115,123
"SH3BGRL2",171,263,203,209
"ELOVL4",171,243,125,150
"TTK",1504,1954,1554,1587
"BCKDHB",1157,1521,1074,1101
"TENT5A",845,781,801,650
"IBTK",5360,6797,4548,5275
"TPBG",4770,5824,5332,3986
"UBE3D",114,108,101,89
"DOP1A",1143,1394,1091,1166
"PGM3",2365,2893,2153,2219
"RWDD2A",591,653,547,520
"ME1",3287,5039,2646,3060
"PRSS35",7,13,5,6
"SNAP91",1,0,0,0
"CYB5R4",645,777,547,596
"MRAP2",55,88,55,54
"CEP162",432,529,512,472
"NT5E",151,151,107,146
"SNX14",4021,5008,3749,3987
"SYNCRIP",9074,11422,8389,8771
"HTR1E",2,1,1,1
"CGA",2745,3938,2902,3340
"ZNF292",2199,2617,2131,2299
"GJB7",2,2,10,7
"SMIM8",120,190,134,148
"C6orf163",52,54,65,63
"CFAP206",155,138,146,120
"SLC35A1",2445,2907,2413,2457
"RARS2",1412,2103,1517,1541
"ORC3",1405,1911,1526,1630
"AKIRIN2",1334,1761,1434,1301
"CNR1",43,51,27,33
"RNGTT",945,1125,853,957
"PNRC1",968,1225,777,828
"SRSF12",1,1,3,2
"PM20D2",58,62,69,54
"GABRR2",35,25,25,29
"UBE2J1",1986,2747,1974,2071
"RRAGD",425,691,439,449
"ANKRD6",1116,1330,1107,1081
"LYRM2",1230,1665,1108,1177
"MDN1",3845,4367,3626,3570
"CASP8AP2",1872,2108,1909,1902
"BACH2",13,8,2,7
"MAP3K7",2160,2608,2075,2109
"EPHA7",4,10,7,12
"MANEA-DT",0,1,0,2
"MANEA",271,365,250,318
"FUT9",253,246,236,235
"UFL1",1430,1834,1309,1491
"GPR63",131,113,81,107
"NDUFAF4",455,686,522,589
"KLHL32",22,33,31,41
"MMS22L",1007,1086,908,905
"POU3F2",1,0,3,4
"FBXL4",431,531,404,360
"FAXC",469,630,424,509
"COQ3",474,638,469,505
"PNISR",4999,5726,5795,5049
"USP45",471,554,434,508
"TSTD3",58,56,67,49
"CCNC",2849,3722,2738,2965
"SIM1",1,0,0,0
"ASCC3",3719,4501,3019,3152
"GRIK2",7,15,11,17
"HACE1",599,786,595,620
"BVES",0,1,1,0
"POPDC3",7,13,14,9
"PREP",2453,3251,2136,2395
"PRDM1",5,6,7,1
"ATG5",1247,1555,1131,1141
"CRYBG1",2155,2502,1905,1977
"RTN4IP1",616,902,648,645
"QRSL1",1066,1395,1109,1042
"LINC02532",1,0,3,1
"CD24",29972,35281,29888,27601
"MTRES1",441,602,549,501
"BEND3",637,660,623,537
"PDSS2",869,1163,797,754
"SOBP",186,254,218,158
"SCML4",1,0,0,0
"SEC63",4066,5133,3848,3944
"OSTM1",458,585,466,427
"NR2E1",1,0,1,0
"SNX3",3064,4369,3385,3200
"AFG1L",237,313,256,264
"FOXO3",1688,2054,1472,1375
"LINC00222",3,6,5,7
"ARMC2",119,133,115,105
"SESN1",528,664,478,506
"CEP57L1",215,325,263,207
"CD164",10457,12339,9229,10750
"PPIL6",88,92,104,103
"SMPD2",878,1126,767,754
"MICAL1",1217,1558,1356,1188
"ZBTB24",628,773,638,567
"AK9",320,433,351,317
"FIG4",1267,1866,1313,1254
"WASF1",738,860,694,697
"CDC40",1155,1446,1143,1064
"METTL24",1,0,0,0
"DDO",0,0,1,2
"SLC22A16",0,1,0,1
"CDK19",1515,2042,1504,1539
"AMD1",2613,2992,2402,2563
"GTF3C6",1119,1659,1303,1201
"RPF2",676,921,726,652
"SLC16A10",38,45,32,25
"MFSD4B",218,242,163,187
"REV3L",1792,1945,1566,1609
"TRAF3IP2-AS1",68,98,108,95
"TRAF3IP2",2321,2795,2422,2165
"FYN",33,43,47,26
"TUBE1",446,533,457,459
"FAM229B",73,112,80,102
"LAMA4",1,2,2,2
"RFPL4B",0,1,1,1
"LINC02541",1,1,0,2
"MARCKS",645,857,599,790
"MROCKI",4,1,3,1
"HDAC2",2169,2965,2266,2145
"HDAC2-AS2",2,4,2,4
"HS3ST5",0,3,3,3
"FRK",146,172,100,119
"NT5DC1",725,941,725,758
"COL10A1",15,7,9,4
"TSPYL4",273,303,252,302
"TSPYL1",1806,2457,1677,1632
"DSE",19,33,20,19
"CALHM4",1,2,1,1
"RWDD1",595,858,612,656
"RSPH4A",35,47,27,50
"ZUP1",318,418,390,346
"KPNA5",71,44,62,51
"RFX6",0,0,0,1
"ROS1",0,0,0,1
"DCBLD1",287,323,243,284
"GOPC",1100,1319,985,1160
"NUS1",594,765,515,504
"SLC35F1",2,4,2,5
"CEP85L",50,65,41,58
"MCM9",332,363,341,293
"ASF1A",405,623,468,449
"FAM184A",154,247,194,204
"MAN1A1",605,793,618,580
"TBC1D32",327,373,289,344
"GJA1",4,7,4,10
"HSF2",626,748,640,546
"SERINC1",5393,6568,4968,5048
"PKIB",424,631,506,464
"FABP7",0,0,0,1
"SMPDL3A",136,186,125,133
"TRDN",0,3,0,1
"NKAIN2",0,1,0,2
"RNF217",511,595,403,548
"TPD52L1",5447,7653,5907,4850
"HDDC2",1540,2198,1637,1527
"LINC02523",2,1,0,0
"HEY2",92,70,114,57
"NCOA7",455,612,474,458
"NCOA7-AS1",0,1,0,0
"HINT3",1404,1853,1460,1336
"TRMT11",373,547,414,381
"CENPW",523,796,637,615
