"","MCF7_EV","MCF7_EVA","MCF7_EVAS","MCF7_OV","MCF7_OVA_1","MCF7_OVA_2","MCF7_OVAS_1","MCF7_OVAS_2"
"ZKSCAN1",12942,10879,10932,12856,5633,8290,11461,12222
"ZSCAN21",575,517,420,634,314,417,446,568
"ZNF3",6007,5609,4821,6482,3529,4799,5136,5494
"COPS6",22186,18761,18473,24572,16856,20404,19018,19725
"MCM7",75395,60972,40682,81872,49959,60533,42792,51215
"MIR25",206,222,156,189,189,282,158,211
"MIR93",18,24,19,13,25,39,18,24
"MIR106B",23,21,16,31,34,33,25,21
"AP4M1",2216,1761,1508,2479,1414,1715,1420,1802
"TAF6",13485,11925,9896,15217,8262,11601,8590,11341
"CNPY4",990,884,860,1176,860,1005,897,937
"MBLAC1",340,280,299,429,359,356,236,283
"LAMTOR4",12694,9428,9583,15298,11721,11478,7755,10278
"TRAPPC14",2465,2078,2141,3123,1698,2125,1684,2251
"MIR4658",0,0,0,0,0,3,0,0
"GAL3ST4",58,25,30,61,26,31,28,30
"GPC2",145,124,129,220,76,154,90,118
"STAG3",204,172,97,202,60,110,162,163
"CASTOR3P",2062,1614,1483,2158,1060,1397,1716,1789
"PVRIG",290,260,163,349,92,142,170,252
"SPDYE3",400,347,303,452,288,334,277,312
"STAG3L5P-PVRIG2P-PILRB",2042,1821,1682,2388,1024,1499,1729,2073
"MIR6840",69,63,61,61,33,51,41,59
"PILRB",79,64,52,78,55,62,78,67
"PILRA",32,21,13,34,22,24,13,16
"ZCWPW1",533,407,320,577,305,362,366,369
"MEPCE",24724,21115,19253,25853,18454,20832,19778,23609
"PPP1R35",3568,2877,2959,4498,2968,3495,1876,2347
"SPACDR",53,26,50,68,35,49,49,24
"TSC22D4",9674,7237,7195,11569,7017,8816,5028,7521
"NYAP1",109,87,102,121,74,102,77,97
"AGFG2",2301,2004,1568,2571,1587,2064,1402,1769
"SAP25",307,161,238,334,275,271,98,168
"LRCH4",7582,6336,6046,9048,4740,6688,4293,6240
"FBXO24",81,79,72,109,68,79,72,68
"PCOLCE-AS1",10,4,9,7,6,5,5,7
"PCOLCE",1327,952,956,1479,933,1011,747,877
"MOSPD3",2029,1415,1656,2487,1431,1879,1230,1647
"TFR2",451,433,320,538,310,525,281,378
"ACTL6B",12,8,4,13,2,4,5,10
"GNB2",50581,41774,37040,62239,38536,47245,26719,38321
"GIGYF1",15316,12452,12129,16345,9206,11941,9115,13198
"POP7",6236,4982,4877,7887,5289,6595,3711,4306
"EPO",3,1,2,3,3,8,1,6
"ZAN",3,1,1,0,0,5,0,1
"EPHB4",23237,19431,14277,24091,14502,17391,13100,18889
"SLC12A9",11868,11047,9033,14423,8841,11607,6006,8990
"TRIP6",27176,20893,18888,33996,21129,26106,13841,18190
"MIR6875",6,0,6,10,8,6,4,6
"SRRT",25694,21079,17628,27523,16803,20145,16309,20699
"UFSP1",290,236,246,399,268,388,193,273
"ACHE",696,423,381,684,302,437,212,369
"MUC3A",602,322,289,489,224,245,291,378
"MUC12",9,3,1,3,0,4,3,4
"MUC12-AS1",3,2,0,1,0,3,4,1
"MUC17",2,0,0,0,1,0,0,1
"TRIM56",8298,6571,4168,7733,3318,4489,4410,6109
"SERPINE1",275,290,167,288,202,378,248,370
"AP1S1",19012,14886,15618,22099,14432,16415,15024,16688
"MIR4653",37,26,21,28,17,18,17,36
"VGF",1144,997,653,1274,1216,1381,563,866
"NAT16",35,23,21,30,27,33,22,27
"PLOD3",14623,13851,9533,15652,10624,13217,8630,12605
"ZNHIT1",7818,5935,7067,9896,7252,8355,5457,6111
"CLDN15",670,600,622,843,391,606,433,604
"FIS1",14658,11194,9519,16832,12791,12131,7803,9812
"LNCPRESS1",0,3,0,0,0,1,0,0
"IFT22",4377,3474,3819,5249,2957,3979,3720,3576
"COL26A1",40,27,33,38,25,37,30,56
"MYL10",1,0,0,0,0,0,0,0
"CUX1",25470,22435,18584,26152,13277,17511,19414,22006
"SH2B2",461,419,282,602,406,576,220,317
"SPDYE6",104,78,45,98,38,65,68,70
"PRKRIP1",94,72,72,180,110,136,20,40
"MIR548O",3,2,3,1,1,2,2,1
"ORAI2",2900,3510,1877,3045,2309,3120,1752,2226
"ALKBH4",2167,1869,1670,2369,1520,2184,1470,1850
"LRWD1",3487,3470,2606,4683,2774,4037,1880,2706
"MIR5090",1,0,0,0,1,0,0,0
"MIR4467",8,4,6,3,5,8,1,9
"POLR2J",5216,3873,4971,7563,5702,5690,2856,3639
"RASA4B",144,87,62,98,47,118,48,97
"POLR2J3",506,721,486,660,721,513,531,654
"SPDYE2",35,33,29,44,11,32,41,26
"RASA4",84,24,18,43,28,41,8,47
"POLR2J2",23,110,103,31,59,28,38,17
"UPK3BL1",2,0,0,1,0,0,0,1
"SPDYE2B",0,0,0,1,0,0,0,1
"FAM185A",915,969,982,1227,592,978,818,827
"FBXL13",44,30,39,40,19,42,38,29
"LRRC17",21,17,22,27,9,16,15,9
"ARMC10",970,1113,1076,1164,548,1071,798,728
"NAPEPLD",8,6,9,12,5,7,8,16
"DPY19L2P2",13,18,18,20,4,12,13,7
"PMPCB",11711,10813,12097,14334,6873,11318,11007,8965
"DNAJC2",5474,5242,5471,7218,3320,5386,4494,3835
"PSMC2",20218,19292,16323,24567,13643,19963,16933,15747
"SLC26A5",32,54,43,48,25,18,37,30
"SLC26A5-AS1",1,1,0,0,0,0,0,0
"RELN",1,0,1,0,0,0,1,1
"ORC5",2517,2495,3064,3112,1562,2638,1945,1898
"LHFPL3",4,6,7,4,1,4,2,1
"LHFPL3-AS2",14,13,20,19,11,12,20,16
"KMT2E",8098,7652,6456,8434,2891,5127,6947,7285
"SRPK2",10012,9542,8178,11232,4469,7275,8413,8417
"PUS7",4830,5455,4596,5467,2854,4987,4310,4029
"RINT1",3397,3232,3216,3782,1687,2981,2651,2402
"EFCAB10",8,8,15,12,11,14,12,5
"ATXN7L1",2098,1806,1443,2163,986,1436,1650,1830
"CDHR3",73,54,51,74,22,69,55,103
"SYPL1",11534,12374,12668,12426,6617,11349,9808,9570
"NAMPT",8299,8654,6891,9860,4250,7376,5891,5442
"CCDC71L",732,622,605,813,498,744,500,596
"PRKAR2B",1287,1491,1271,1443,617,1172,1142,1057
"HBP1",4560,3718,3866,5017,1703,2898,3860,3930
"COG5",5385,5214,5145,6509,2409,3966,4649,4602
"GPR22",12,4,14,7,8,10,4,7
"DUS4L",1569,1583,1926,1868,940,1844,1339,1239
"BCAP29",2351,2251,2825,2946,1446,2576,1993,1792
"SLC26A4",16,23,16,17,8,5,9,14
"CBLL1",3326,4339,3185,3454,1949,3432,3069,3447
"SLC26A3",0,3,0,0,4,7,1,2
"DLD",17467,17944,17024,20124,9532,16491,16237,15474
"LAMB1",26237,17187,17428,27070,8270,13336,18732,19746
"LAMB4",15,3,5,13,2,8,4,10
"NRCAM",11991,8702,8362,11586,3506,6026,7794,8417
"PNPLA8",3470,2798,3230,4202,1274,2426,2791,2580
"THAP5",1521,1482,1622,1688,904,1421,1034,1201
"DNAJB9",1401,1104,1227,1604,658,1212,860,895
"EIF3IP1",2,1,0,2,1,0,1,10
"IMMP2L",434,473,410,490,311,509,422,392
"LRRN3",8,14,5,11,2,7,10,2
"DOCK4",93,217,99,136,94,172,132,148
"DOCK4-AS1",0,1,0,1,0,0,2,1
"ZNF277",1833,1804,1915,2208,1048,1828,1422,1360
"IFRD1",4363,3439,2802,5196,2137,3341,2615,2325
"LSMEM1",287,164,148,312,107,148,142,146
"TMEM168",1784,1953,2153,1882,861,1718,1650,1654
"BMT2",756,715,919,890,342,537,697,683
"GPR85",0,0,0,0,0,1,0,0
"SMIM30",920,877,1022,1318,675,1051,861,805
"PPP1R3A",2,0,0,2,0,1,0,3
"FOXP2",10,20,22,14,7,13,16,17
"MDFIC",0,0,1,0,0,0,0,0
"LINC01393",2,1,0,1,1,2,0,0
"TFEC",0,0,1,0,0,0,0,0
"TES",2461,1875,2065,2680,1331,1778,2079,2223
"CAV2",41,22,17,25,9,9,21,32
"CAV1",53,22,23,56,8,18,22,31
"MET",1613,1402,1418,1713,708,1089,1395,1501
"CAPZA2",3609,3422,3431,4748,2086,3252,2791,2700
"ST7-AS1",179,189,214,184,134,227,229,204
"ST7",1060,854,873,1147,523,744,814,871
"ST7-OT4",12,10,7,6,6,3,12,3
"ST7-AS2",2,0,2,2,2,0,2,5
"WNT2",0,0,1,1,1,0,0,0
"ASZ1",0,3,7,1,0,1,1,4
"CFTR",9,14,16,6,1,6,7,10
"CTTNBP2",10,6,8,6,1,2,5,7
"LSM8",2140,1879,2169,2646,1377,2123,1653,1571
"ANKRD7",0,0,1,0,0,0,0,0
"TSPAN12",17,2,2,9,1,5,6,9
"ING3",539,472,485,727,335,478,429,354
"CPED1",1,0,0,0,2,3,0,0
"WNT16",0,0,0,0,0,1,0,3
"FAM3C",750,676,698,768,348,669,642,579
"PTPRZ1",0,0,2,0,0,0,0,0
"AASS",51,55,48,69,16,25,42,46
"FEZF1",7,1,2,1,1,4,4,3
"FEZF1-AS1",10,8,6,7,0,6,1,0
"CADPS2",618,571,491,684,266,408,583,579
"RNF133",15,20,15,10,10,11,14,12
"RNF148",29,13,22,21,10,18,20,10
"IQUB",2,1,0,6,2,0,0,3
"NDUFA5",1663,1758,2220,2192,1224,2024,1780,1671
"LMOD2",3,3,1,2,1,1,2,1
"WASL",3329,2807,2971,3534,1704,2283,2562,2714
"HYAL4",1,1,1,1,0,1,0,1
"SPAM1",2,0,2,1,0,0,0,0
"GPR37",34,36,15,31,22,28,23,26
"POT1",1022,1050,1438,1172,471,934,1043,935
"POT1-AS1",13,15,19,14,2,8,9,10
"GRM8",1,0,0,1,0,1,0,0
"ZNF800",1866,2069,2166,2140,925,1625,1688,1585
"LINC03012",2,4,2,5,2,2,1,1
"GCC1",4287,3447,2667,4615,2156,2689,2964,3547
"ARF5",18998,14738,15129,21656,13825,16206,12633,14974
"FSCN3",6,2,1,5,0,3,4,5
"PAX4",0,1,0,0,0,0,0,0
"SND1",18865,17867,13203,20141,11662,15423,15469,17337
"SND1-IT1",6,1,2,7,4,3,2,2
"LRRC4",30,16,4,30,16,28,9,17
"MIR593",6,3,1,3,0,0,1,5
"LEP",1,1,1,0,0,0,0,0
"RBM28",3235,3167,2051,3759,1982,2871,2365,2424
"PRRT4",527,456,340,518,369,510,301,430
"IMPDH1",10665,10598,8441,12621,9254,11861,7836,11443
"HILPDA",3674,4831,4585,3813,3313,4751,4352,4956
"METTL2B",1109,1057,907,1297,687,937,793,888
"GARIN1A",132,124,122,132,83,114,119,121
"GARIN1B",14,7,10,4,0,9,7,1
"CALU",10887,9876,8614,11872,6192,8543,8536,8705
"OPN1SW",6,4,5,11,8,5,6,4
"CCDC136",359,296,238,332,187,243,223,275
"FLNC",7,2,8,12,6,7,5,3
"ATP6V1F",7507,6105,5708,8645,6635,7310,5384,5507
"ATP6V1FNB",69,65,71,74,33,61,57,79
"KCP",3,9,5,14,3,3,3,1
"IRF5",701,625,487,712,421,592,442,559
"TNPO3",7008,6399,5205,7721,4223,5582,5632,6061
"TPI1P2",203,205,188,225,96,130,198,212
"TSPAN33",690,621,489,648,458,645,536,662
"SMO",1,5,5,5,3,4,6,7
"AHCYL2",1862,1791,1714,1972,921,1341,1829,1818
"STRIP2",254,276,203,294,117,196,201,194
"SMKR1",429,512,487,469,360,571,391,369
"NRF1",2103,1766,1514,2252,1308,1672,1614,1712
"UBE2H",10924,9115,9296,11888,5227,7936,9854,9761
"ZC3HC1",1579,1453,1296,1791,1062,1443,1319,1375
"KLHDC10",4246,3774,3996,4292,2138,3338,3854,3912
"TMEM209",1533,1661,1513,1565,735,1247,1537,1550
"SSMEM1",0,0,1,1,1,0,0,2
"CPA2",6,2,0,5,3,3,0,0
"CPA4",1,3,2,1,0,0,2,3
"CPA5",3,0,0,0,0,2,2,0
"CEP41",677,583,603,753,390,511,532,628
"MEST",7193,7174,6740,7698,4417,6419,6694,6689
"MESTIT1",6,8,6,5,0,10,3,3
"MIR335",0,0,1,0,0,0,2,0
"COPG2",5682,4826,4042,6341,2706,4217,4198,3978
"TSGA13",1,1,0,3,1,2,0,0
"KLF14",2,0,2,0,4,3,5,1
"MIR29A",0,1,0,2,0,0,0,0
"LINC-PINT",312,217,265,349,131,207,203,222
"MKLN1",2882,2747,2945,3250,1561,2533,2521,2354
"MKLN1-AS",79,91,74,81,45,65,90,74
"PODXL",7897,5669,4186,7684,2672,3884,5211,6206
"PLXNA4",2867,3499,1883,2415,1380,1942,2284,2592
"CHCHD3",6389,6077,4963,7826,4609,6441,5076,4469
"MIR3654",2477,2067,1897,2792,1960,2405,2048,1818
"EXOC4",6793,5784,5316,7203,3408,4646,5864,5853
"MIR6133",0,1,0,0,0,0,0,0
"LRGUK",27,40,40,35,28,22,46,33
"SLC35B4",1176,1288,1167,1259,730,1117,1092,1087
"AKR1B1",8,4,4,9,9,3,6,5
"AKR1B10",119,76,42,99,41,53,68,82
"AKR1B15",4,2,4,4,4,2,7,11
"BPGM",808,626,587,1046,443,629,638,518
"CALD1",3,2,3,2,8,10,10,31
"AGBL3",62,70,58,67,50,57,49,56
"TMEM140",1035,874,538,1051,473,589,643,914
"CYREN",2393,2170,1566,2445,1565,1828,1547,2048
"WDR91",1039,928,823,1177,520,763,765,913
"MIR6509",0,0,0,0,1,0,0,0
"CNOT4",1896,1775,1455,1951,914,1316,1604,1656
"NUP205",15451,13888,10833,16333,6643,10535,11883,11920
"STMP1",3707,3394,4245,4486,2324,3852,3478,3196
"SLC13A4",13,10,5,17,5,11,11,17
"FAM180A",0,0,0,0,0,0,1,2
"PTN",1,0,0,0,0,0,1,0
"CREB3L2",2531,2324,1749,2505,1107,1668,1932,2053
"CREB3L2-AS1",1,2,0,1,1,0,1,1
"AKR1D1",0,0,0,0,2,0,0,3
"TRIM24",4120,3851,3666,4694,2013,3395,3622,3221
"SVOPL",28,11,14,23,13,7,9,11
"ATP6V0A4",405,361,179,497,360,388,252,230
"TMEM213",2,2,0,1,1,1,1,2
"KIAA1549",3848,3170,2661,4069,1704,2366,2968,3229
"ZC3HAV1L",1,0,0,0,0,0,1,0
"ZC3HAV1",9017,8040,7073,8848,5139,6732,6820,7079
"TTC26",911,867,819,960,508,806,768,813
"UBN2",2298,2161,2019,2184,917,1421,1924,2117
"LUC7L2",331,404,246,552,195,352,187,258
"FMC1",197,170,203,263,177,212,151,157
"KLRG2",177,244,103,216,214,310,115,174
"HIPK2",5929,11950,6956,5651,5274,7758,8276,9027
"TBXAS1",37,67,71,52,56,52,46,51
"PARP12",10759,9083,5892,10638,5871,7539,6090,7889
"KDM7A",1029,906,914,1084,542,687,868,813
"KDM7A-DT",287,301,319,375,251,290,320,266
"SLC37A3",1571,1220,1246,1712,735,1129,1339,1312
"RAB19",191,157,126,199,92,141,158,158
"MKRN1",8793,7664,8320,9816,4922,7371,8204,7924
"DENND2A",2,1,4,0,1,11,1,2
"ADCK2",3910,3667,2633,4272,2923,3546,2813,3641
"NDUFB2-AS1",110,103,122,148,97,147,104,113
"NDUFB2",4095,3145,3153,5046,3502,3865,3032,2935
"BRAF",1744,1393,1435,1845,736,1160,1418,1293
"MRPS33",2559,2128,2435,3335,1864,2758,2152,1930
"TMEM178B",516,445,407,535,217,304,470,496
"AGK",731,709,611,897,349,539,697,719
"DENND11",7,6,6,7,2,19,39,37
"SSBP1",867,837,1334,1274,615,1437,728,571
"TAS2R3",4,7,1,7,0,2,1,5
"TAS2R4",10,10,16,10,4,9,15,6
"TAS2R5",58,61,51,49,41,31,47,45
"PRSS37",3,3,5,7,1,5,4,8
"OR9A4",0,1,0,1,0,0,0,0
"CLEC5A",1,0,0,0,0,1,0,0
"TAS2R38",0,1,0,0,0,0,0,0
"MGAM",4,3,0,2,0,3,4,6
"EPHB6",18,20,8,16,20,12,10,13
"TRPV6",5,13,10,7,17,14,8,9
"PIP",6,37,11,10,32,42,10,14
"TAS2R39",0,0,2,0,0,0,0,0
"TAS2R40",0,0,3,0,0,0,0,1
"GSTK1",7827,6678,6455,8862,5496,6498,6515,6901
"TMEM139",93,91,83,113,60,70,98,89
"CASP2",4723,4287,3732,4614,2367,3453,3671,3718
"CLCN1",0,2,0,1,0,2,1,0
"FAM131B",74,50,18,122,25,37,30,24
"ZYX",5895,4156,3043,7655,3520,3709,2753,3771
"MIR6892",5,3,3,3,2,1,0,2
"EPHA1",1314,1006,851,1325,747,939,828,1150
"EPHA1-AS1",3,2,2,2,1,1,6,2
"CTAGE15",0,0,2,1,0,0,5,2
"TCAF2",149,94,111,129,90,118,88,98
"CTAGE6",0,0,0,1,0,1,0,0
"TCAF1",1660,1775,1437,1809,735,1139,1267,1425
"OR2F1",0,2,0,0,0,0,0,0
"OR2A5",0,0,1,0,0,0,0,1
"OR2A12",0,0,0,0,0,0,0,1
"OR2A2",3,0,0,3,1,0,0,3
"OR2A14",1,1,0,1,2,0,1,0
"CTAGE4",28,25,27,39,12,21,16,15
"ARHGEF35",281,238,190,300,163,258,235,215
"OR2A20P",0,0,0,2,0,0,1,0
"OR2A7",10,6,1,4,0,2,5,0
"CTAGE8",2,4,2,2,2,2,2,2
"OR2A1",1,3,0,6,1,0,0,2
"ARHGEF5",1457,1085,857,1492,949,1030,966,1244
"NOBOX",0,0,0,0,1,0,0,0
"TPK1",156,140,176,148,60,115,164,132
"C7orf33",0,0,0,1,0,0,2,0
"CUL1",6139,6072,5563,7379,3654,5714,5436,5386
"EZH2",5633,4983,4445,6422,3217,4754,4480,4192
"RNY4",2,0,0,6,1,4,5,2
"RNY1",7,1,6,10,5,16,10,4
"GHET1",71,67,49,91,37,57,52,65
"PDIA4",21047,18674,13856,23342,13308,17761,15242,18045
"ZNF786",857,722,675,949,473,717,625,696
"ZNF425",499,429,392,476,280,405,421,473
"ZNF398",2589,2761,2232,2631,1532,2268,2484,2601
"ZNF282",4598,3932,3197,5202,2977,3804,2519,3802
"ZNF212",2120,1886,1579,2297,1570,1764,1661,1850
"ZNF783",2842,2664,2112,2832,1972,2161,1968,2413
"ZNF777",2534,2593,1877,2778,1794,2410,1751,2516
"ZNF746",1792,1794,1378,2127,1279,1616,1230,1627
"KRBA1",849,678,588,967,553,659,451,633
"ZNF467",1501,1216,1043,2048,1015,1367,777,1069
"ZNF862",2438,1945,1933,2547,1049,1628,1922,2327
"ATP6V0E2-AS1",96,82,68,99,55,75,54,80
"ATP6V0E2",3562,2776,2594,4508,2955,3275,2102,2732
"ACTR3C",166,167,136,179,73,118,129,118
"LRRC61",2613,2142,1770,3174,1722,2412,1336,1784
"RARRES2",29,20,13,19,7,11,13,23
"REPIN1",9253,8078,6804,10644,6374,8790,5871,7450
"ZNF775",96,54,68,91,55,68,34,40
"GIMAP8",0,0,0,0,0,0,2,0
"GIMAP4",0,0,0,0,0,2,0,0
"GIMAP2",101,65,48,101,25,56,52,47
"TMEM176B",1,2,0,2,1,0,0,1
"TMEM176A",0,0,0,1,0,0,0,0
"AOC1",1,1,0,1,2,1,1,1
"KCNH2",305,334,195,342,237,383,177,258
"NOS3",21,18,15,28,24,27,12,26
"ATG9B",40,17,24,26,26,31,19,26
"ABCB8",3261,2939,2064,4134,2356,3080,1469,2158
"ASIC3",276,227,164,368,185,242,157,219
"CDK5",2498,2305,1999,2866,1938,2379,1831,2172
"SLC4A2",15768,14662,10320,18681,11021,14041,8002,11961
"FASTK",5613,4731,4794,7571,4438,6259,3297,4524
"TMUB1",2050,1460,1599,2914,1728,2732,965,1359
"AGAP3",8062,6781,5813,9735,6036,7318,4767,6302
"GBX1",2,6,6,1,3,5,1,11
"ASB10",0,0,0,0,0,0,1,0
"IQCA1L",0,0,0,0,1,0,0,0
"ABCF2",9205,8595,6604,9945,5948,7787,7447,7933
"CHPF2",5342,5329,4069,6103,3460,4749,3343,4616
"SMARCD3",618,651,498,663,488,540,414,556
"NUB1",4894,3622,3210,5788,2660,3319,3085,3227
"WDR86",147,79,61,113,70,59,57,84
"CRYGN",1,2,0,5,0,0,1,1
"RHEB",3667,3289,3446,4481,2573,4016,2968,2904
"PRKAG2",918,990,915,1104,599,859,790,868
"GALNT11",1523,1480,1382,1831,990,1355,1386,1377
"KMT2C",9716,9410,6640,9523,3209,5456,7994,8782
"FABP5P3",13,1,10,2,4,5,12,12
"XRCC2",571,773,549,684,203,565,462,454
"ACTR3B",779,686,608,882,506,741,563,707
"DPP6",0,0,0,1,0,0,0,0
"PAXIP1",2540,2544,1778,2919,1174,1830,2224,2159
"PAXIP1-DT",616,649,677,662,488,690,566,549
"INSIG1",7031,6824,5571,7306,3670,5929,4916,5230
"EN2",548,515,386,705,397,531,319,401
"CNPY1",2,0,1,2,0,0,0,0
"RBM33-DT",169,167,198,201,126,164,184,194
"RBM33",4776,4618,3643,5023,2272,3450,3586,4148
"SHH",0,0,0,0,0,1,0,0
"RNF32-DT",122,77,131,96,87,89,133,117
"LINC00244",6,6,2,6,6,2,3,7
"RNF32",292,226,232,311,174,252,199,159
"LMBR1",3378,3319,3136,3525,1744,2604,2741,2921
"NOM1",2869,2994,2286,3238,1619,2652,2298,2445
"MNX1",850,654,641,1009,568,755,556,638
"MNX1-AS1",795,706,655,805,735,845,631,688
"UBE3C",10744,10728,9011,11404,5962,8072,9441,10775
"DNAJB6",4495,4038,3801,5402,2733,4024,3719,3796
"PTPRN2",20,31,14,28,32,14,29,31
"MIR5707",0,0,0,1,0,0,0,0
"NCAPG2",12313,11039,9736,13079,5666,8921,9615,9844
"ESYT2",12952,12040,10719,14054,7461,10248,10862,11521
"DYNC2I1",1420,1303,1121,1644,783,1174,1132,1197
"LINC00689",73,28,40,121,69,60,98,89
"VIPR2",66,27,49,90,89,119,63,101
"OR4F21",0,0,0,0,0,0,1,2
"ZNF596",472,486,674,562,214,470,486,453
"FAM87A",4,2,1,2,0,0,1,2
"FBXO25",985,884,911,1121,734,866,922,794
"TDRP",73,100,90,86,33,48,93,123
"ERICH1",1364,1025,1062,1573,829,1064,898,1022
"CLN8",3,1,0,0,1,1,1,1
"ARHGEF10",0,0,0,0,0,1,0,0
"KBTBD11",0,1,0,0,0,1,0,0
"CSMD1",1,1,0,1,1,0,0,0
"MCPH1-DT",238,183,212,313,163,277,112,173
"MCPH1",1106,896,811,1143,531,781,823,703
"ANGPT2",16,7,19,21,18,16,13,12
"MIR8055",1,3,0,0,0,0,0,1
"AGPAT5",1733,1866,1918,2130,1072,1935,1467,1379
"DEFB1",0,1,0,0,0,0,0,0
"DEFB109B",1,1,0,1,0,0,0,1
"USP17L4",0,1,0,0,0,0,0,1
"PRR23D1",0,0,0,0,0,0,1,0
"PRR23D2",0,0,0,0,0,0,1,0
"USP17L8",0,1,0,0,0,0,0,0
"FAM86B3P",370,346,276,340,251,299,219,274
"PRAG1",1242,888,631,1145,452,740,635,907
"CLDN23",517,336,423,565,243,415,306,275
"MFHAS1",1601,1274,1075,1708,584,941,952,1148
"ERI1",1227,1230,1282,1378,726,1125,964,956
"MIR4660",0,0,1,0,0,0,0,0
"PPP1R3B",3494,4736,2853,3963,2373,3039,3273,2900
"TNKS",2698,2439,2267,2620,1157,1924,2168,2194
"MIR597",0,0,0,0,0,1,0,0
"MSRA",1109,984,1011,1224,822,1016,993,1137
"LINC03022",7,5,1,13,1,4,7,4
"PRSS55",0,0,2,0,2,0,0,1
"RP1L1",7,8,4,1,8,8,6,11
"SOX7",26,12,30,29,5,22,16,30
"PINX1",1034,905,848,1323,821,969,711,799
"MIR1322",1,0,1,0,0,1,0,2
"XKR6",11,6,3,16,8,8,10,6
"MTMR9",1032,892,904,1017,484,822,829,863
"SLC35G5",1,6,5,8,8,3,8,10
"TDH",169,112,74,158,57,108,87,107
"FAM167A-AS1",3,3,2,1,1,3,3,0
"FAM167A",832,565,567,751,328,386,583,665
"BLK",24,22,19,15,12,5,6,12
"GATA4",80,38,40,106,15,58,29,52
"NEIL2",921,837,617,969,722,736,589,707
"FDFT1",12397,10564,9078,13731,6934,9409,9885,9681
"CTSB",6247,5075,4359,6142,3741,4769,4498,5375
"DEFB136",0,0,0,0,0,1,0,0
"DEFB134",0,0,0,2,0,0,0,0
"USP17L7",3,6,0,3,0,3,1,7
"USP17L2",1,1,0,7,0,3,0,1
"FAM86B1",183,161,129,197,141,215,151,136
"FAM86B2",15,52,14,18,9,17,16,25
"LONRF1",1184,1162,1095,1261,470,1008,885,883
"TRMT9B",174,139,124,163,65,121,121,147
"DLC1",10396,4779,3496,12102,2413,3375,4600,3831
"C8orf48",80,54,65,78,49,71,68,53
"SGCZ",0,1,0,0,0,0,0,0
"TUSC3",1469,1345,1288,1697,799,1255,1359,1302
"ZDHHC2",4,0,0,2,1,3,0,1
"CNOT7",4954,4959,5405,5812,2630,4804,4189,3713
"VPS37A",1363,1386,1413,1831,744,1436,1091,1015
"MTMR7",407,366,349,484,184,301,371,356
"SLC7A2",35618,27037,22491,36204,13425,18962,22731,24107
"PDGFRL",814,724,438,893,480,641,524,506
"MTUS1",4899,4999,5138,5557,2898,4259,4710,4285
"MIR548V",1,1,0,0,2,3,0,1
"FGL1",2,0,1,1,1,0,0,1
"PCM1",8032,7456,7051,9124,3867,6259,6707,6064
"ASAH1",4158,4627,4403,5149,2711,4250,4090,3642
"ASAH1-AS1",15,23,24,24,12,22,29,15
"NAT1",550,416,523,716,240,388,373,345
"NAT2",3,2,4,2,3,0,1,3
"PSD3",4052,3972,3413,4057,1673,2821,3329,3344
"SH2D4A",1629,1179,1138,1768,751,1078,1323,1408
"CSGALNACT1",154,134,101,141,56,98,101,100
"INTS10",3977,3828,3710,4267,2508,3582,3645,3616
"LPL",7,1,37,1,2,0,2,2
"SLC18A1",0,0,1,1,0,0,0,0
"ATP6V1B2",3799,3497,3374,4366,2045,3229,3287,3367
"LZTS1",1,0,0,0,1,0,0,0
"GFRA2",13,9,26,16,9,13,23,15
"DOK2",0,0,0,1,3,1,1,1
"XPO7",8993,8118,7065,9373,4378,6692,7232,7384
"NPM2",6,0,1,1,1,1,1,3
"FGF17",8,5,2,5,4,11,5,10
"DMTN",1787,1658,1337,2019,1187,1424,1383,1736
"FHIP2B",4877,4348,3493,5483,3152,4291,2714,4017
"NUDT18",1309,832,907,1287,986,1039,796,1020
"HR",3018,2762,1993,3118,1808,2756,1455,2499
"REEP4",4243,3565,3022,4774,3149,4465,2571,3322
"LGI3",12,19,14,24,19,14,10,12
"SFTPC",1,0,1,0,0,0,0,1
"BMP1",2121,1972,1359,2171,1425,1768,1392,1803
"PHYHIP",0,1,1,0,0,2,0,1
"POLR3D",2996,2665,1865,3308,1662,2332,2061,2250
"PIWIL2",2,1,2,6,4,5,4,5
"SLC39A14",4576,4305,3259,4512,2136,3324,3440,4059
"PPP3CC",1475,1425,1196,1719,916,1340,1296,1189
"SORBS3",4003,3174,2803,4282,2901,3269,2356,3386
"PDLIM2",1416,1083,1067,1919,1095,1412,655,935
"C8orf58",664,545,519,723,453,578,472,589
"CCAR2",14110,12174,9018,14564,8606,10696,9452,12565
"BIN3",1963,1502,1282,2208,1262,1407,1234,1664
"EGR3",12152,12177,4894,17129,7264,8719,7010,4742
"PEBP4",12,8,8,5,4,5,8,8
"RHOBTB2",5008,7355,4351,4980,4513,5810,4985,6805
"TNFRSF10B",7542,5928,4708,8455,3809,4611,5450,5793
"TNFRSF10C",8,9,5,5,3,6,4,7
"TNFRSF10D",3,3,2,1,0,3,1,2
"TNFRSF10A",1054,1005,570,1214,629,827,682,808
"TNFRSF10A-DT",478,497,434,646,369,452,330,397
"CHMP7",3738,2964,2599,4165,2403,2958,2686,2976
"R3HCC1",2023,1601,1529,2430,1513,1781,1276,1731
"LOXL2",1658,1427,1200,1655,1037,1452,1207,1861
"ENTPD4",2472,2200,1945,2529,1218,1857,2106,2235
